video,frame,case,tp,fp,fn,tn,iou,dice,gt_area,pred_area
LapChol Case 0007 03,4738,TP,14763,2112,1463,981662,0.805049623732141,0.8919972206277756,16226,16875
LapChol Case 0007 03,4859,TP,12462,1116,12240,974182,0.482686497792238,0.6510971786833856,24702,13578
LapChol Case 0007 03,5500,TP,15965,1550,14035,968450,0.5060221870047543,0.6719983163211617,30000,17515
LapChol Case 0007 03,6093,TP,14600,0,14275,971125,0.5056277056277056,0.6716503737780334,28875,14600
LapChol Case 0007 03,6981,TP,11663,5337,7657,975343,0.4730096929877925,0.6422356828193833,19320,17000
LapChol Case 0007 03,7153,TN,0,26732,53040,920228,0.0,0.0,53040,26732
LapChol Case 0007 03,7180,TP,11235,6712,4641,977412,0.4973879936249336,0.6643408331608669,15876,17947
LapChol Case 0007 03,7559,TP,13536,188,10171,976105,0.5664783427495292,0.7232507814378456,23707,13724
LapChol Case 0007 03,7761,TP,0,25116,23691,951193,0.0,0.0,23691,25116
LapChol Case 0007 03,8050,TP,9639,3661,3689,983011,0.5673671199011124,0.7239747634069401,13328,13300
LapChol Case 0007 03,8148,TP,13888,112,5944,980056,0.6963497793822704,0.8209978718373138,19832,14000
LapChol Case 0007 03,8264,TP,8800,2010,4720,984470,0.5666452028332261,0.7233867653103164,13520,10810
LapChol Case 0007 03,8359,TP,9500,25786,7920,956794,0.2198768689533861,0.3604902667627974,17420,35286
LapChol Case 0007 03,8720,TP,15200,39496,14560,930744,0.21947556890377729,0.35995074358245716,29760,54696
LapChol Case 0007 03,8884,TP,6675,1950,7605,983770,0.411275415896488,0.5828421741977734,14280,8625
LapChol Case 0007 03,8944,TP,17584,8816,785,972815,0.6468272944638588,0.7855435680939936,18369,26400
LapChol Case 0007 03,9451,TP,8554,20134,9524,961788,0.22385638019470325,0.3658213231835094,18078,28688
LapChol Case 0007 03,9635,TP,2782,35824,27010,934384,0.04239819556205803,0.08134740781894208,29792,38606
LapChol Case 0007 03,9764,TP,10465,3235,2990,983310,0.6270221689634512,0.7707604492726938,13455,13700
LapChol Case 0007 03,9950,TP,9918,2784,2850,984448,0.6377314814814815,0.7787985865724382,12768,12702
LapChol Case 0012 03,0,TP,6386,744,6934,985936,0.45406712172923774,0.6245476772616136,13320,7130
LapChol Case 0012 03,128,TP,7938,0,7406,984656,0.5173357664233577,0.6819001803968732,15344,7938
LapChol Case 0012 03,207,TP,7102,2972,2332,987594,0.5724649363211349,0.7281115439819561,9434,10074
LapChol Case 0012 03,431,TP,0,12382,23114,964504,0.0,0.0,23114,12382
LapChol Case 0012 03,570,TN,22984,2772,36089,938155,0.37163877435524295,0.5418901554892784,59073,25756
LapChol Case 0012 03,595,TP,0,37412,13520,949068,0.0,0.0,13520,37412
LapChol Case 0012 03,620,TP,0,30888,40470,928642,0.0,0.0,40470,30888
LapChol Case 0012 03,1010,TP,9048,0,4152,986800,0.6854545454545454,0.8133764832793959,13200,9048
LapChol Case 0012 03,1400,TP,0,76140,20868,902992,0.0,0.0,20868,76140
LapChol Case 0012 03,1433,TN,0,80128,16383,903489,0.0,0.0,16383,80128
LapChol Case 0012 03,1878,TP,0,42818,27768,929414,0.0,0.0,27768,42818
LapChol Case 0012 03,1995,TP,0,32700,14375,952925,0.0,0.0,14375,32700
LapChol Case 0012 03,2155,TP,0,19588,15049,965363,0.0,0.0,15049,19588
LapChol Case 0012 03,2218,TP,0,24497,14375,961128,0.0,0.0,14375,24497
LapChol Case 0012 03,2337,TP,0,22372,15428,962200,0.0,0.0,15428,22372
LapChol Case 0012 03,2532,TP,0,22253,15232,962515,0.0,0.0,15232,22253
LapChol Case 0012 03,2732,TP,0,18871,9072,972057,0.0,0.0,9072,18871
LapChol Case 0012 03,2823,TP,0,18758,13530,967712,0.0,0.0,13530,18758
LapChol Case 0012 03,2940,TP,18271,24272,242,957215,0.42704218768259905,0.5984997379454927,18513,42543
LapChol Case 0012 03,3778,TP,7875,10180,5697,976248,0.3315510272819131,0.49799222183577324,13572,18055
LapChol Case 0012 03,3904,TP,9317,1015,9871,979797,0.46116913329703507,0.6312330623306233,19188,10332
LapChol Case 0012 03,4051,TP,53165,30451,6510,909874,0.589896367307991,0.7420563747897635,59675,83616
LapChol Case 0012 03,4333,TP,6622,3410,2388,987580,0.5331723027375201,0.6955151769772083,9010,10032
LapChol Case 0012 03,4682,TP,0,19900,14170,965930,0.0,0.0,14170,19900
LapChol Case 0012 03,4938,TN,0,18656,13068,968276,0.0,0.0,13068,18656
LapChol Case 0012 03,5062,TN,0,27250,22308,950442,0.0,0.0,22308,27250
LapChol Case 0012 03,5150,TP,28028,54472,3861,913639,0.32454464399439564,0.4900471199153765,31889,82500
LapChol Case 0012 03,5271,TP,0,39300,19564,941136,0.0,0.0,19564,39300
LapChol Case 0012 03,5657,TP,0,15604,25280,959116,0.0,0.0,25280,15604
LapChol Case 0012 03,5875,TP,11766,10608,42450,935176,0.1815068493150685,0.3072463768115942,54216,22374
LapChol Case 0012 03,6138,TP,5104,23300,4196,967400,0.1565644171779141,0.2707405049862084,9300,28404
LapChol Case 0012 03,7223,TP,8829,405,12906,977860,0.39878048780487807,0.5701830863121186,21735,9234
LapChol Case 0012 03,7730,TP,6525,450,10505,982520,0.3732837528604119,0.5436367423453448,17030,6975
LapChol Case 0012 03,8338,TP,10125,32976,13425,943474,0.17912111240844922,0.3038213980285367,23550,43101
LapChol Case 0012 03,8432,TN,0,28908,11865,959227,0.0,0.0,11865,28908
LapChol Case 0012 03,8462,TP,0,42276,11990,945734,0.0,0.0,11990,42276
LapChol Case 0012 03,8727,TP,34933,21539,16984,926544,0.4755636027009366,0.6445857051914862,51917,56472
LapChol Case 0012 03,8803,TP,7797,1587,15207,975409,0.3170672197145297,0.4814746202297147,23004,9384
LapChol Case 0012 03,9056,TP,6935,23215,5917,963933,0.1922810325228048,0.32254313752848707,12852,30150
LapChol Case 0012 03,9612,TN,0,21131,31706,947163,0.0,0.0,31706,21131
LapChol Case 0012 03,9960,TN,3520,5030,44150,947300,0.0667931688804554,0.12522234080398434,47670,8550
LapChol Case 0012 04,0,TP,9234,0,57883,932883,0.13758064275816856,0.2418828830008775,67117,9234
LapChol Case 0012 04,44,TN,0,56400,17160,926440,0.0,0.0,17160,56400
LapChol Case 0012 04,47,TN,14608,7862,7802,969728,0.48255813953488375,0.6509803921568628,22410,22470
LapChol Case 0012 04,502,TP,9234,57102,7470,926194,0.1251117795301195,0.22239884393063583,16704,66336
LapChol Case 0012 04,764,TP,0,14600,82656,902744,0.0,0.0,82656,14600
LapChol Case 0012 04,1217,TP,0,32700,47775,919525,0.0,0.0,47775,32700
LapChol Case 0012 04,1243,TN,0,14601,11440,973959,0.0,0.0,11440,14601
LapChol Case 0012 04,1273,TP,0,14600,19043,966357,0.0,0.0,19043,14600
LapChol Case 0012 04,1384,TN,0,28034,18864,953102,0.0,0.0,18864,28034
LapChol Case 0012 04,1674,TP,6510,1240,8730,983520,0.3950242718446602,0.5663331883427577,15240,7750
LapChol Case 0012 04,3653,TP,11300,1200,8734,978766,0.5321653951210323,0.6946578963545829,20034,12500
LapChol Case 0012 04,4037,TP,7350,4476,2352,985822,0.5184088023698689,0.6828316610925307,9702,11826
LapChol Case 0012 04,4290,TP,124,15352,68726,915798,0.0014726491057219543,0.002940967198728743,68850,15476
LapChol Case 0012 04,4833,TN,0,40464,39919,919617,0.0,0.0,39919,40464
LapChol Case 0012 04,5602,TP,40725,6449,4275,948551,0.791560574549554,0.8836548267407295,45000,47174
LapChol Case 0012 04,5666,TN,14934,9694,10392,964980,0.4264420331239292,0.5979100772710894,25326,24628
LapChol Case 0012 04,6209,TP,0,20875,17812,961313,0.0,0.0,17812,20875
LapChol Case 0012 04,6398,TP,1764,18971,64269,914996,0.020751964613429957,0.04066015120781855,66033,20735
LapChol Case 0012 04,6518,TP,0,10000,56334,933666,0.0,0.0,56334,10000
LapChol Case 0012 04,6967,TP,44492,107978,4767,842763,0.282961389494839,0.4411066331563632,49259,152470
LapChol Case 0012 04,7154,TP,73660,39878,5510,880952,0.6187420200255359,0.7644726736824626,79170,113538
LapChol Case 0012 04,7739,TP,40261,19523,16439,923777,0.5282001495611561,0.691270904158511,56700,59784
LapChol Case 0012 04,8108,TN,0,41600,33660,924740,0.0,0.0,33660,41600
LapChol Case 0012 04,8119,TP,0,36036,4810,959154,0.0,0.0,4810,36036
LapChol Case 0012 04,8272,TP,3614,16314,34992,945080,0.06580480699198835,0.12348378720060137,38606,19928
LapChol Case 0012 04,9014,TN,10340,20758,3812,965090,0.2961902033801203,0.4570165745856354,14152,31098
LapChol Case 0012 04,9043,TP,10810,940,5980,982270,0.6097010716300056,0.7575332866152769,16790,11750
LapChol Case 0012 04,9473,TP,9300,3999,5932,980769,0.48359419686963756,0.6519224702954681,15232,13299
LapChol Case 0012 04,9909,TP,0,29550,12462,957988,0.0,0.0,12462,29550
LapChol Case 0016 01,2711,TN,0,12500,19886,967614,0.0,0.0,19886,12500
LapChol Case 0016 01,3252,TP,0,5928,15184,978888,0.0,0.0,15184,5928
LapChol Case 0016 01,3481,TP,208,5616,29933,964243,0.005817042816791118,0.011566801056582789,30141,5824
LapChol Case 0016 01,3493,TP,8733,1542,2214,987511,0.6992553447033389,0.8230138535482047,10947,10275
LapChol Case 0016 01,3582,TP,0,15600,14986,969414,0.0,0.0,14986,15600
LapChol Case 0016 01,3702,TP,9375,15136,9945,965544,0.2720861388437427,0.42777942552075016,19320,24511
LapChol Case 0016 01,3969,TP,8906,219,15261,975614,0.3652095464610842,0.5350234290520245,24167,9125
LapChol Case 0016 01,4082,TP,6141,1035,5563,987261,0.4820629562760028,0.6505296610169492,11704,7176
LapChol Case 0016 01,4204,TP,7050,825,18922,973203,0.2630891517707206,0.4165804945785446,25972,7875
LapChol Case 0016 01,4304,TP,8137,2113,2955,986795,0.6162059825823551,0.7625339705744542,11092,10250
LapChol Case 0016 01,4433,TP,9375,0,17211,973414,0.35262920334010384,0.5213981813631434,26586,9375
LapChol Case 0016 01,4551,TP,6561,1134,6623,985682,0.4582343902779718,0.6284783754011207,13184,7695
LapChol Case 0016 01,4669,TP,9315,81,19485,971119,0.32253038329697725,0.4877474081055608,28800,9396
LapChol Case 0016 01,4768,TP,6392,0,13616,979992,0.3194722111155538,0.48424242424242425,20008,6392
LapChol Case 0016 01,4882,TP,7728,207,12022,980043,0.3872325499824623,0.5582806573957017,19750,7935
LapChol Case 0016 01,4973,TP,5795,0,15765,978440,0.2687847866419295,0.42368853957229025,21560,5795
LapChol Case 0016 01,5061,TP,6975,0,14973,978052,0.3177966101694915,0.48231511254019294,21948,6975
LapChol Case 0016 01,5192,TP,23864,5150,12211,958775,0.578872043662826,0.7332729032555424,36075,29014
LapChol Case 0016 01,5302,TP,10125,23500,16993,949382,0.2000276581453238,0.33337174653869583,27118,33625
LapChol Case 0016 01,5354,TP,5358,20944,16055,957643,0.12649621077980028,0.2245834643193964,21413,26302
LapChol Case 0016 01,5508,TP,8625,19588,19743,952044,0.17985236466761198,0.30487266043371447,28368,28213
LapChol Case 0016 01,5675,TP,6615,31147,16413,945825,0.12210429164743886,0.2176344793551571,23028,37762
LapChol Case 0016 01,5747,TP,8424,23187,23636,944753,0.15247886763082158,0.26461026212875566,32060,31611
LapChol Case 0016 01,5903,TP,13600,21746,7048,957606,0.3208001132235694,0.4857663321070115,20648,35346
LapChol Case 0016 01,6019,TP,0,24249,28380,947371,0.0,0.0,28380,24249
LapChol Case 0016 01,6080,TP,0,23056,24150,952794,0.0,0.0,24150,23056
LapChol Case 0016 01,6164,TP,0,23375,21670,954955,0.0,0.0,21670,23375
LapChol Case 0016 01,6336,TP,0,17702,16480,965818,0.0,0.0,16480,17702
LapChol Case 0016 01,6424,TP,12848,31190,19270,936692,0.20294433562898845,0.3374126792373549,32118,44038
LapChol Case 0016 01,6756,TP,0,40391,42903,916706,0.0,0.0,42903,40391
LapChol Case 0016 01,6908,TP,0,34350,26586,939064,0.0,0.0,26586,34350
LapChol Case 0016 01,7019,TP,0,43940,18203,937857,0.0,0.0,18203,43940
LapChol Case 0016 01,7229,TP,16720,69208,5789,908283,0.18229990078175257,0.3083818253917021,22509,85928
LapChol Case 0016 01,7467,TP,0,42282,31610,926108,0.0,0.0,31610,42282
LapChol Case 0016 01,7546,TP,0,42380,24300,933320,0.0,0.0,24300,42380
LapChol Case 0016 01,7633,TP,12470,28965,28234,930331,0.1789892204567311,0.30363164879046495,40704,41435
LapChol Case 0016 01,7786,TP,0,40560,18870,940570,0.0,0.0,18870,40560
LapChol Case 0016 01,8076,TP,8550,0,14850,976600,0.36538461538461536,0.5352112676056338,23400,8550
LapChol Case 0016 01,8437,TP,0,42120,17835,940045,0.0,0.0,17835,42120
LapChol Case 0016 01,8642,TN,0,37728,18445,943827,0.0,0.0,18445,37728
LapChol Case 0016 01,8655,TP,7072,42404,10864,939660,0.11720251905866755,0.20981427638996025,17936,49476
LapChol Case 0016 01,8862,TP,14444,0,30946,954610,0.31821987221855036,0.4828024200287462,45390,14444
LapChol Case 0016 01,9196,TP,0,56454,20328,923218,0.0,0.0,20328,56454
LapChol Case 0016 01,9403,TP,19110,17759,2352,960779,0.4872389791183295,0.6552262090483619,21462,36869
LapChol Case 0016 01,9458,TP,0,29029,30396,940575,0.0,0.0,30396,29029
LapChol Case 0018 10,98,TP,8991,21009,22485,947515,0.17130608745355816,0.29250439195783723,31476,30000
LapChol Case 0018 10,635,TP,0,14696,17250,968054,0.0,0.0,17250,14696
LapChol Case 0018 10,1004,TP,0,24684,22165,953151,0.0,0.0,22165,24684
LapChol Case 0018 10,2276,TP,0,23496,15624,960880,0.0,0.0,15624,23496
LapChol Case 0018 10,2568,TP,0,94536,20306,885158,0.0,0.0,20306,94536
LapChol Case 0018 10,2620,TP,0,19873,14161,965966,0.0,0.0,14161,19873
LapChol Case 0018 10,2657,TP,0,19873,6804,973323,0.0,0.0,6804,19873
LapChol Case 0018 10,2835,TP,7050,25944,10222,956784,0.1631340244353943,0.28050769904110134,17272,32994
LapChol Case 0018 10,3069,TP,0,27300,9450,963250,0.0,0.0,9450,27300
LapChol Case 0018 10,3272,TP,0,28656,22780,948564,0.0,0.0,22780,28656
LapChol Case 0018 10,3527,TP,0,20750,17399,961851,0.0,0.0,17399,20750
LapChol Case 0018 10,3669,TP,0,55000,16848,928152,0.0,0.0,16848,55000
LapChol Case 0018 10,4470,TP,6643,1781,1183,990393,0.6914749661705006,0.8176,7826,8424
LapChol Case 0018 10,5109,TP,7743,348,11297,980612,0.3993707447905921,0.5707861855442115,19040,8091
LapChol Case 0018 10,6108,TP,5859,0,14565,979576,0.2868683901292597,0.4458395160369821,20424,5859
LapChol Case 0018 10,6362,TP,8424,0,7526,984050,0.5281504702194357,0.6912283580864856,15950,8424
LapChol Case 0018 10,6853,TP,6720,420,5775,987085,0.5203252032520326,0.6844919786096256,12495,7140
LapChol Case 0018 10,7403,TP,8360,0,24004,967636,0.2583117043628723,0.41056870641390825,32364,8360
LapChol Case 0018 10,7720,TN,15132,2570,44196,938102,0.24446670328605125,0.3928858886148254,59328,17702
LapChol Case 0018 10,7736,TP,10164,2538,35191,952107,0.2122230806172092,0.35013865683724615,45355,12702
LapChol Case 0018 10,7989,TP,14872,3573,1430,980125,0.7482767295597484,0.85601634673497,16302,18445
LapChol Case 0018 10,8300,TP,6750,150,5050,988050,0.5648535564853556,0.7219251336898396,11800,6900
LapChol Case 0018 10,8454,TP,6510,465,8382,984643,0.4239109201015823,0.5954177527781589,14892,6975
LapChol Case 0018 10,9683,TN,0,11625,21060,967315,0.0,0.0,21060,11625
LapChol Case 0018 10,9705,TP,341,13259,11215,975185,0.013741688494861978,0.0271108284305931,11556,13600
LapChol Case 0018 10,9743,TN,0,12200,22010,965790,0.0,0.0,22010,12200
LapChol Case 0018 10,9858,TP,0,52750,21375,925875,0.0,0.0,21375,52750
LapChol Case 0018 11,0,TP,16284,33867,13886,935963,0.25429048831144496,0.40547303942928997,30170,50151
LapChol Case 0018 11,54,TP,0,53775,19588,926637,0.0,0.0,19588,53775
LapChol Case 0018 11,289,TN,0,54750,11210,934040,0.0,0.0,11210,54750
LapChol Case 0018 11,1297,TP,6237,945,5515,987303,0.4912183980467827,0.658814830463716,11752,7182
LapChol Case 0018 11,2966,TP,14880,8438,9648,967034,0.45137414305648244,0.6219955691175856,24528,23318
LapChol Case 0018 11,3067,TP,0,60926,13530,925544,0.0,0.0,13530,60926
LapChol Case 0018 11,3260,TP,9430,0,17462,973108,0.3506619068868065,0.5192445349925665,26892,9430
LapChol Case 0018 11,3885,TP,0,32111,14742,953147,0.0,0.0,14742,32111
LapChol Case 0018 11,4269,TP,8424,0,21452,970124,0.28196545722318916,0.43989556135770236,29876,8424
LapChol Case 0018 11,6528,TP,15600,0,13759,970641,0.5313532477264212,0.6939656131141707,29359,15600
LapChol Case 0018 11,6639,TP,8000,3000,6560,982440,0.45558086560364464,0.6259780907668232,14560,11000
LapChol Case 0018 11,7590,TP,7626,124,10186,982064,0.42517841213202495,0.596666927470464,17812,7750
LapChol Case 0018 11,7951,TP,7072,0,20648,972280,0.25512265512265514,0.40653023683605427,27720,7072
LapChol Case 0018 11,8139,TP,7176,0,10368,982456,0.40902872777017785,0.5805825242718446,17544,7176
LapChol Case 0018 11,8971,TN,0,68564,65320,866116,0.0,0.0,65320,68564
LapChol Case 0018 11,9361,TP,10200,0,27152,962648,0.2730777468408653,0.42900403768506057,37352,10200
LapChol Case 0018 11,10023,TP,0,6552,34304,959144,0.0,0.0,34304,6552
LapChol Case 0019 02,1423,TP,0,28625,15589,955786,0.0,0.0,15589,28625
LapChol Case 0019 02,1790,TP,0,40404,35208,924388,0.0,0.0,35208,40404
LapChol Case 0019 02,2077,TP,30080,6794,14002,949124,0.5912414497995125,0.743119719353723,44082,36874
LapChol Case 0019 02,3556,TP,8505,0,32319,959176,0.20833333333333334,0.3448275862068966,40824,8505
LapChol Case 0019 02,4039,TP,0,13731,15264,971005,0.0,0.0,15264,13731
LapChol Case 0019 02,5707,TP,15625,0,13259,971116,0.5409569311729677,0.7021051922083175,28884,15625
LapChol Case 0019 02,7032,TP,0,28032,52710,919258,0.0,0.0,52710,28032
LapChol Case 0019 03,0,TP,11750,0,27429,960821,0.2999055616529263,0.4614266920614974,39179,11750
LapChol Case 0019 03,2388,TP,16837,791,26963,955409,0.37758740553026393,0.5481864947580908,43800,17628
LapChol Case 0019 03,2607,TP,0,27250,35148,937602,0.0,0.0,35148,27250
LapChol Case 0019 03,5871,TP,0,23500,20925,955575,0.0,0.0,20925,23500
LapChol Case 0019 03,6735,TP,0,42340,29559,928101,0.0,0.0,29559,42340
LapChol Case 0019 03,6952,TP,9657,25807,17898,946638,0.18097147783066603,0.30647899839730874,27555,35464
LapChol Case 0019 03,7156,TN,1750,20250,44678,933322,0.026245538258496057,0.05114865259835155,46428,22000
LapChol Case 0019 03,7409,TP,8424,51120,35410,905046,0.08871664174231733,0.16297471415581652,43834,59544
LapChol Case 0019 03,7612,TP,0,50440,27555,922005,0.0,0.0,27555,50440
LapChol Case 0019 03,7785,TP,7752,51864,14440,925944,0.1046775413200821,0.18951691766086445,22192,59616
LapChol Case 0019 03,7884,TP,0,55750,13923,930327,0.0,0.0,13923,55750
LapChol Case 0019 03,8398,TP,0,82992,26243,890765,0.0,0.0,26243,82992
LapChol Case 0019 03,8506,TP,8004,83398,14036,894562,0.07591191031696352,0.1411117575501137,22040,91402
LapChol Case 0019 03,9590,TP,0,127602,30912,841486,0.0,0.0,30912,127602
LapChol Case 0020 02,4055,TP,0,11523,8833,979644,0.0,0.0,8833,11523
LapChol Case 0020 02,4429,TP,7245,2875,5819,984061,0.45454545454545453,0.625,13064,10120
LapChol Case 0020 02,4913,TP,0,11826,21710,966464,0.0,0.0,21710,11826
LapChol Case 0020 02,5081,TN,0,15700,6348,977952,0.0,0.0,6348,15700
LapChol Case 0020 02,5103,TP,0,10004,5740,984256,0.0,0.0,5740,10004
LapChol Case 0020 02,5344,TP,5002,4382,2214,988402,0.43128125538886014,0.6026506024096385,7216,9384
LapChol Case 0020 02,5521,TP,0,12848,11280,975872,0.0,0.0,11280,12848
LapChol Case 0020 02,5748,TN,0,19822,7384,972794,0.0,0.0,7384,19822
LapChol Case 0020 02,5862,TP,0,17600,13900,968500,0.0,0.0,13900,17600
LapChol Case 0020 02,6323,TP,9000,2625,3460,984915,0.596619158104077,0.747353124351256,12460,11625
LapChol Case 0020 02,6642,TN,0,11826,7488,980686,0.0,0.0,7488,11826
LapChol Case 0020 02,6792,TN,0,9648,4848,985504,0.0,0.0,4848,9648
LapChol Case 0020 02,6826,TP,5440,5560,4794,984206,0.34443459541598076,0.5123857963643214,10234,11000
LapChol Case 0020 02,6995,TP,5304,1144,5361,988191,0.44914895418748413,0.6198796236779057,10665,6448
LapChol Case 0020 02,7139,TP,9660,1215,2025,987100,0.7488372093023256,0.8563829787234043,11685,10875
LapChol Case 0020 02,7283,TP,7935,0,12317,979748,0.39181315425636976,0.563025508213006,20252,7935
LapChol Case 0020 02,7407,TP,8944,832,7733,982491,0.5108230053115541,0.6762181983139909,16677,9776
LapChol Case 0020 02,7495,TP,8424,0,25853,965723,0.24576246462642587,0.39455750450809113,34277,8424
LapChol Case 0020 02,7679,TP,0,10074,22176,967750,0.0,0.0,22176,10074
LapChol Case 0020 02,7819,TP,6956,12619,3964,976461,0.2955095798462127,0.45620593539924575,10920,19575
LapChol Case 0020 02,7920,TP,0,11454,5115,983431,0.0,0.0,5115,11454
LapChol Case 0020 02,8056,TP,8505,12504,1260,977731,0.38192105617674793,0.5527393254045623,9765,21009
LapChol Case 0020 02,8201,TP,5928,10833,7077,976162,0.2486785804178203,0.3983067929852852,13005,16761
LapChol Case 0020 02,8638,TP,0,12636,14304,973060,0.0,0.0,14304,12636
LapChol Case 0020 02,8763,TP,0,12702,17160,970138,0.0,0.0,17160,12702
LapChol Case 0020 02,8889,TP,8343,20784,7110,963763,0.23023429091812236,0.37429340511440107,15453,29127
LapChol Case 0020 02,9100,TP,7437,14094,5121,973348,0.2790409725348942,0.436328434392326,12558,21531
LapChol Case 0020 02,9231,TN,0,13659,13818,972523,0.0,0.0,13818,13659
LapChol Case 0020 02,9272,TP,7575,14442,7358,970625,0.2578723404255319,0.4100135317997294,14933,22017
LapChol Case 0020 02,9382,TP,0,15486,9296,975218,0.0,0.0,9296,15486
LapChol Case 0020 02,9507,TP,7684,0,2612,989704,0.7463092463092463,0.8547274749721914,10296,7684
LapChol Case 0020 02,9794,TP,7800,14529,15717,961954,0.2050149818640593,0.34026959822012826,23517,22329
LapChol Case 0020 03,0,TP,26200,0,41938,931862,0.3845137808564971,0.5554495537323242,68138,26200
LapChol Case 0020 03,64,TP,0,14529,22743,962728,0.0,0.0,22743,14529
LapChol Case 0020 03,312,TN,0,14758,10791,974451,0.0,0.0,10791,14758
LapChol Case 0020 03,343,TP,10125,13659,53445,922771,0.1311036009789069,0.23181537193488563,63570,23784
LapChol Case 0020 03,620,TN,0,16554,9576,973870,0.0,0.0,9576,16554
LapChol Case 0020 03,652,TP,0,16638,30024,953338,0.0,0.0,30024,16638
LapChol Case 0020 03,685,TN,0,14696,15984,969320,0.0,0.0,15984,14696
LapChol Case 0020 03,714,TP,10810,16700,8414,964076,0.3009130386371228,0.46261822227928273,19224,27510
LapChol Case 0020 03,800,TN,5922,14529,13090,966459,0.17656003100682746,0.30012923497960114,19012,20451
LapChol Case 0020 03,965,TP,0,14432,12078,973490,0.0,0.0,12078,14432
LapChol Case 0020 03,1317,TN,0,13816,15228,970956,0.0,0.0,15228,13816
LapChol Case 0020 03,1358,TP,0,13527,25976,960497,0.0,0.0,25976,13527
LapChol Case 0020 03,1772,TN,0,10125,17928,971947,0.0,0.0,17928,10125
LapChol Case 0020 03,1794,TP,0,12636,14949,972415,0.0,0.0,14949,12636
LapChol Case 0020 03,1868,TN,0,12717,22156,965127,0.0,0.0,22156,12717
LapChol Case 0020 03,1892,TP,7800,13074,11730,967396,0.23923444976076555,0.3861003861003861,19530,20874
LapChol Case 0020 03,2036,TN,0,14608,23760,961632,0.0,0.0,23760,14608
LapChol Case 0020 03,2424,TP,0,12555,15656,971789,0.0,0.0,15656,12555
LapChol Case 0020 03,2581,TN,0,19700,15184,965116,0.0,0.0,15184,19700
LapChol Case 0020 03,2625,TP,11070,0,12910,976020,0.4616346955796497,0.6316690442225392,23980,11070
LapChol Case 0020 03,2884,TP,0,19552,51507,928941,0.0,0.0,51507,19552
LapChol Case 0020 03,3068,TP,14162,15750,29881,940207,0.23685046744602212,0.38298965587181394,44043,29912
LapChol Case 0020 03,3334,TP,0,16732,74259,909009,0.0,0.0,74259,16732
LapChol Case 0020 03,3575,TP,11934,31400,2999,953667,0.2575701983467507,0.4096315238471176,14933,43334
LapChol Case 0020 03,3749,TN,0,14664,38710,946626,0.0,0.0,38710,14664
LapChol Case 0020 03,4264,TP,0,12717,24897,962386,0.0,0.0,24897,12717
LapChol Case 0020 03,4891,TN,0,13572,31824,954604,0.0,0.0,31824,13572
LapChol Case 0020 03,4947,TN,0,13442,18997,967561,0.0,0.0,18997,13442
LapChol Case 0020 03,4989,TP,0,13485,21960,964555,0.0,0.0,21960,13485
LapChol Case 0020 03,5024,TN,0,13728,10611,975661,0.0,0.0,10611,13728
LapChol Case 0020 03,5429,TP,14500,22900,13722,948878,0.2836352255389069,0.4419249641888391,28222,37400
LapChol Case 0020 03,5705,TP,15700,13098,28652,942550,0.2732811140121845,0.42925495557074506,44352,28798
LapChol Case 0020 03,5865,TP,11016,14476,22576,951932,0.22917533494216527,0.3728928305463408,33592,25492
LapChol Case 0020 03,6215,TP,0,37875,38801,923324,0.0,0.0,38801,37875
LapChol Case 0020 03,6373,TP,10368,39477,1458,948697,0.20209344482778785,0.3362358320766649,11826,49845
LapChol Case 0020 03,6524,TP,11152,2572,8682,977594,0.4977238239757208,0.6646403242147924,19834,13724
LapChol Case 0020 03,6932,TP,12956,14950,1230,970864,0.4446732564524986,0.6156039152332985,14186,27906
LapChol Case 0020 03,7118,TN,16700,0,30864,952436,0.3511058783954251,0.5197311091746546,47564,16700
LapChol Case 0020 03,7212,TP,17900,3000,14138,964962,0.5108739083281009,0.6762627979901016,32038,20900
LapChol Case 0020 03,7292,TP,0,15698,27738,956564,0.0,0.0,27738,15698
LapChol Case 0020 03,7616,TP,0,39562,23125,937313,0.0,0.0,23125,39562
LapChol Case 0020 03,7738,TP,6448,0,23252,970300,0.2171043771043771,0.3567555604736085,29700,6448
LapChol Case 0020 03,7852,TP,6789,16291,3379,973541,0.2565856608337428,0.4083854667949952,10168,23080
LapChol Case 0020 03,8046,TN,8308,992,20456,970244,0.27920419411211184,0.43652795292139557,28764,9300
LapChol Case 0020 03,8153,TP,16954,14296,11990,956760,0.3920906567992599,0.5633119580024587,28944,31250
LapChol Case 0020 03,8487,TP,21255,31473,745,946527,0.3974903222186898,0.568863076758377,22000,52728
LapChol Case 0020 03,8619,TP,13167,18142,4833,963858,0.3643129876597864,0.534060719138494,18000,31309
LapChol Case 0020 03,8712,TP,17940,40335,4500,937225,0.2857825567502987,0.4445270395837205,22440,58275
LapChol Case 0020 03,8813,TP,10268,27424,5027,957281,0.2403614316814532,0.38756676165852,15295,37692
LapChol Case 0020 03,8923,TP,4088,39533,7882,948497,0.07937401704755062,0.1470741666816571,11970,43621
LapChol Case 0020 03,9042,TP,5292,13350,20888,960470,0.1338730078421452,0.23613404131899512,26180,18642
LapChol Case 0020 03,9226,TP,13736,33430,22783,930051,0.19637164219645742,0.3282786640377606,36519,47166
LapChol Case 0020 03,9440,TN,0,32625,16422,950953,0.0,0.0,16422,32625
